1517605200000,8662.00000000,8725.00000000,8556.93000000,8618.90000000,751.82194200,1517608799999,6499596.24967445,10927,353.06503200,3052215.13150756,0
1517608800000,8615.20000000,8869.00000000,8575.07000000,8824.87000000,931.69769300,1517612399999,8148491.54845137,11557,521.94806700,4563088.35657830,0
1517612400000,8824.99000000,8967.45000000,8770.00000000,8873.03000000,887.33279500,1517615999999,7885723.43681922,12578,473.80694900,4210131.92241990,0
1517616000000,8873.03000000,8920.00000000,8730.00000000,8826.00000000,728.24941000,1517619599999,6423970.73052993,10054,314.70752800,2778644.00244704,0
1517619600000,8834.99000000,8835.00000000,8569.21000000,8643.00000000,1196.69937700,1517623199999,10344197.69507104,14022,430.34919700,3721962.31139419,0
1517623200000,8650.01000000,8710.25000000,8526.00000000,8550.65000000,706.90438800,1517626799999,6111574.38428495,9126,357.37764500,3091147.52355791,0
1517626800000,8550.65000000,8550.68000000,8233.00000000,8344.81000000,2426.67586800,1517630399999,20261458.19819509,26238,1030.03749200,8600019.56271067,0
1517630400000,8344.88000000,8549.99000000,8229.00000000,8464.48000000,1398.99752300,1517633999999,11778546.20123240,16349,605.01000900,5099985.19865316,0
1517634000000,8463.74000000,8571.00000000,8331.00000000,8516.30000000,974.64860300,1517637599999,8219410.39745605,11428,460.04144400,3880006.20631316,0
1517637600000,8519.84000000,8771.95000000,8450.63000000,8715.00000000,930.46767500,1517641199999,8013095.16250207,13191,536.71708100,4628151.37009907,0
1517641200000,8714.95000000,8788.00000000,8630.77000000,8708.82000000,854.21639700,1517644799999,7434901.70511543,11761,494.99285200,4309188.95471257,0
1517644800000,8708.82000000,8989.00000000,8579.00000000,8934.00000000,1485.74101800,1517648399999,13062516.48661437,16638,816.99779100,7194748.81458278,0
1517648400000,8934.06000000,9048.99000000,8863.92000000,8928.89000000,1162.01427800,1517651999999,10401517.41346689,14743,649.61383500,5817104.85055326,0
1517652000000,8928.00000000,8928.00000000,8729.68000000,8830.01000000,1129.22202300,1517655599999,9968262.31683171,10463,535.69697100,4724095.54245646,0
1517655600000,8830.01000000,9123.00000000,8765.82000000,9099.87000000,1319.74679500,1517659199999,11846929.36311617,13018,768.33973400,6907207.80424641,0
1517659200000,9099.87000000,9148.90000000,8969.00000000,9056.89000000,1161.60683300,1517662799999,10521170.27617720,14462,562.21325000,5095182.21568742,0
1517662800000,9077.37000000,9288.85000000,8969.00000000,9260.00000000,1656.40589500,1517666399999,15152618.01867408,16770,958.00981900,8762686.21843975,0
1517666400000,9247.92000000,9430.00000000,9180.89000000,9348.00000000,1867.34200300,1517669999999,17430387.41390588,18022,924.24467900,8627134.90008374,0
1517670000000,9348.00000000,9459.60000000,9100.00000000,9173.00000000,2381.58560900,1517673599999,22115888.88271854,22228,1281.48750400,11913961.80545640,0
1517673600000,9173.01000000,9327.19000000,9055.00000000,9325.00000000,1512.30727500,1517677199999,13871747.10070000,17069,698.20829300,6409296.06017035,0
1517677200000,9325.00000000,9349.89000000,9172.01000000,9211.31000000,880.57488300,1517680799999,8162433.72977782,11171,425.69142000,3948696.60991609,0
1517680800000,9203.00000000,9401.00000000,9150.00000000,9399.00000000,836.10289200,1517684399999,7733671.56663419,9945,450.98704800,4178833.86141300,0
1517684400000,9400.00000000,9400.00000000,9279.00000000,9339.43000000,776.88197000,1517687999999,7260251.62973861,9600,336.07050000,3141895.32428297,0
1517688000000,9350.00000000,9473.01000000,9260.00000000,9298.75000000,885.70419700,1517691599999,8297090.17470204,11438,444.65247700,4169143.22680561,0
1517691600000,9298.68000000,9298.92000000,9101.00000000,9154.96000000,898.95097300,1517695199999,8270155.47725168,11258,389.45670700,3583486.22092605,0
1517695200000,9154.96000000,9193.55000000,9069.00000000,9080.49000000,751.44016100,1517698799999,6852256.01705208,8676,338.88738900,3091618.46420226,0
1517698800000,9080.49000000,9218.98000000,9022.00000000,9199.96000000,802.51468900,1517702399999,7300678.71816268,9849,373.04748100,3394447.44693862,0
1517702400000,9199.96000000,9225.00000000,9030.39000000,9057.26000000,620.61904100,1517705999999,5664646.04263984,8280,269.87184900,2465459.98391768,0
1517706000000,9057.26000000,9120.39000000,8901.01000000,8920.00000000,799.75181900,1517709599999,7224976.70991191,9355,328.25951600,2968015.87322107,0
1517709600000,8920.00000000,9097.00000000,8906.24000000,9081.18000000,723.42485700,1517713199999,6520189.40145882,9483,413.79046000,3729613.18889300,0
1517713200000,9081.19000000,9250.00000000,9075.24000000,9219.18000000,666.50319300,1517716799999,6121061.30985398,9183,300.56664200,2761949.25873496,0
1517716800000,9219.19000000,9248.00000000,9075.01000000,9104.47000000,607.89615400,1517720399999,5563114.63504606,8097,229.89094700,2103770.88072231,0
1517720400000,9104.47000000,9260.42000000,9100.01000000,9260.42000000,526.05152200,1517723999999,4834846.99120648,7415,300.82785100,2767031.64069822,0
1517724000000,9260.32000000,9368.00000000,9251.00000000,9270.08000000,770.54412200,1517727599999,7177542.92182236,9420,401.00330300,3735879.56246406,0
1517727600000,9279.95000000,9330.00000000,9150.44000000,9200.00000000,526.58859800,1517731199999,4864941.85135765,7130,213.45823900,1972308.43176018,0
1517731200000,9200.00000000,9216.00000000,9060.00000000,9110.00000000,596.67942200,1517734799999,5441470.67182827,7570,231.45687900,2111085.59290923,0
1517734800000,9110.00000000,9110.00000000,8740.00000000,8829.99000000,2335.93376200,1517738399999,20754355.84156674,22182,920.65399800,8168941.49910888,0
1517738400000,8825.10000000,8882.80000000,8714.92000000,8849.97000000,1235.46293500,1517741999999,10867954.92278762,13753,556.67399000,4898463.36683377,0
1517742000000,8848.53000000,8999.00000000,8687.45000000,8691.99000000,1154.52394400,1517745599999,10250286.82529527,13988,442.61133200,3936040.38432447,0
1517745600000,8691.99000000,8750.01000000,8419.00000000,8745.93000000,2957.41235700,1517749199999,25329150.98289831,27272,1268.40479700,10875446.25535930,0
1517749200000,8745.93000000,8771.95000000,8555.00000000,8681.00000000,1292.36137000,1517752799999,11214712.38108402,15612,657.38799600,5706034.00209601,0
1517752800000,8681.15000000,8894.12000000,8604.25000000,8630.00000000,1328.65768700,1517756399999,11663864.37498620,14492,653.49022400,5736249.29854315,0
1517756400000,8630.00000000,8750.00000000,8357.93000000,8419.96000000,1780.88697100,1517759999999,15120879.97026364,18703,716.77330400,6093316.96769803,0
1517760000000,8419.96000000,8532.83000000,8300.00000000,8500.00000000,1806.28511900,1517763599999,15191241.05770397,18951,818.05398700,6891565.42557440,0
1517763600000,8500.00000000,8579.00000000,8400.00000000,8481.95000000,903.57191000,1517767199999,7681436.87534155,12380,452.54867600,3849653.88266041,0
1517767200000,8474.68000000,8585.00000000,8300.00000000,8349.04000000,1179.22544600,1517770799999,9916163.09439538,14743,528.70013200,4447018.26753629,0
1517770800000,8359.99000000,8368.94000000,8180.00000000,8264.20000000,1847.92555000,1517774399999,15298466.06588802,19096,715.66310500,5929108.62676152,0
1517774400000,8264.19000000,8327.25000000,7930.00000000,8204.02000000,4298.07225300,1517777999999,34756407.01758094,38101,1319.40189300,10688247.11586660,0
1517778000000,8217.00000000,8250.00000000,8056.45000000,8081.83000000,1612.07770600,1517781599999,13169023.53416866,18919,799.70219100,6537798.47642159,0
1517781600000,8081.82000000,8474.00000000,8060.11000000,8444.00000000,1381.97095800,1517785199999,11472009.30059133,17777,744.32607700,6178636.29409954,0
1517785200000,8444.25000000,8461.16000000,8125.12000000,8184.81000000,1061.88175300,1517788799999,8813545.64164496,14232,521.77840200,4332918.93315767,0
1517788800000,8179.99000000,8342.05000000,8165.03000000,8229.89000000,1069.44334700,1517792399999,8842805.75164039,10220,481.33855300,3980605.31569414,0
1517792400000,8220.88000000,8229.87000000,7971.08000000,8104.08000000,2082.42537600,1517795999999,16818169.81127707,19816,745.13238000,6021588.11697219,0
1517796000000,8104.07000000,8188.00000000,7910.00000000,8038.62000000,1619.00835800,1517799599999,12982201.50568502,15870,735.27480000,5907140.10912220,0
1517799600000,8047.07000000,8250.00000000,8032.40000000,8137.23000000,1456.79039300,1517803199999,11890096.32699735,14014,735.08275700,5995970.13295897,0
1517803200000,8148.83000000,8330.00000000,8000.21000000,8300.03000000,1090.43304300,1517806799999,8917649.97177829,12570,562.73725400,4604963.31925297,0
1517806800000,8300.03000000,8382.80000000,8179.90000000,8179.93000000,942.97897300,1517810399999,7816905.33858472,12603,486.78434300,4036774.76102048,0
1517810400000,8179.90000000,8300.00000000,8011.00000000,8069.00000000,886.71848500,1517813999999,7254741.14624761,11270,379.41238700,3112599.97230480,0
1517814000000,8059.74000000,8200.00000000,7915.01000000,7965.01000000,1691.38098900,1517817599999,13535360.31601800,14727,699.78203100,5603472.41681408,0
1517817600000,7965.01000000,7990.00000000,7800.00000000,7800.00000000,2207.15704200,1517821199999,17360911.88468714,20194,1087.68014300,8558774.75696907,0
1517821200000,7801.00000000,8049.99000000,7728.00000000,7857.18000000,1984.07669500,1517824799999,15707831.44447291,18445,1053.46844400,8338721.12280808,0
1517824800000,7869.97000000,7920.14000000,7680.00000000,7699.99000000,1602.67686200,1517828399999,12480123.97970260,14338,656.09726700,5120495.16897256,0
1517828400000,7685.05000000,7787.60000000,7510.00000000,7578.00000000,2801.85836400,1517831999999,21362170.81570781,22287,1353.65390400,10331165.90697283,0
1517832000000,7572.32000000,7788.87000000,7535.00000000,7682.05000000,2521.43344500,1517835599999,19308988.42734226,20220,1237.31405100,9473553.06573374,0
1517835600000,7682.05000000,7763.02000000,7582.00000000,7636.18000000,1534.06850800,1517839199999,11750205.98164187,13304,798.70633800,6118765.92101482,0
1517839200000,7625.98000000,7636.19000000,7301.10000000,7310.16000000,4059.37151700,1517842799999,30114296.01403223,30848,1894.24259300,14048160.91876654,0
1517842800000,7329.72000000,7550.00000000,7167.00000000,7384.85000000,4239.08726400,1517846399999,31054032.83272012,32959,2116.59222600,15524301.73737227,0
1517846400000,7375.49000000,7536.41000000,7218.00000000,7295.01000000,2112.36673800,1517849999999,15593780.33011439,19207,1048.26063800,7741353.56581381,0
1517850000000,7296.37000000,7350.00000000,7074.00000000,7089.99000000,2076.86708900,1517853599999,14992277.63738019,20216,960.02396100,6940386.57441446,0
1517853600000,7089.98000000,7238.07000000,6929.83000000,6965.13000000,4691.89787600,1517857199999,33173475.20948509,34385,2035.14865000,14408454.96902648,0
1517857200000,6966.46000000,7030.00000000,6625.00000000,6698.33000000,4712.03450600,1517860799999,32135097.13892413,35478,2124.29289400,14509538.68432269,0
1517860800000,6680.76000000,7543.99000000,6625.00000000,7188.38000000,7742.92687400,1517864399999,55450695.33092428,61958,3772.71939100,26998833.15004082,0
1517864400000,7199.24000000,7389.00000000,6973.39000000,7147.97000000,3948.49123200,1517867999999,28378361.21824960,30716,1955.10610100,14066582.38259604,0
1517868000000,7135.76000000,7350.00000000,6839.29000000,6859.98000000,3138.03171700,1517871599999,22315194.30200738,24599,1411.78884900,10072399.34158758,0
1517871600000,6851.05000000,6990.00000000,6733.01000000,6939.99000000,3191.65788600,1517875199999,21930845.99782680,23266,1526.71843500,10507799.60637195,0
1517875200000,6939.63000000,7150.00000000,6860.00000000,6983.17000000,2594.55250200,1517878799999,18219637.62920222,18841,1276.69303400,8968819.63959042,0
1517878800000,6983.18000000,6992.09000000,6430.00000000,6446.17000000,3938.48313400,1517882399999,26279596.35291523,27396,1547.21084200,10323220.74842725,0
1517882400000,6446.16000000,6661.15000000,6340.00000000,6373.58000000,3781.09090600,1517885999999,24468491.08979791,29847,1925.86804500,12476244.01645013,0
1517886000000,6387.95000000,6415.45000000,6155.00000000,6327.05000000,4334.84006000,1517889599999,27132389.71477908,33413,2159.04173700,13517317.19555958,0
1517889600000,6317.80000000,6346.53000000,6090.07000000,6109.08000000,3834.84648400,1517893199999,23701516.07573521,29783,1897.56251600,11734304.77849600,0
1517893200000,6109.08000000,6655.00000000,6022.00000000,6497.98000000,6887.22272000,1517896799999,43926715.14722940,50533,3461.92979700,22123613.95338514,0
1517896800000,6507.99000000,6507.99000000,6131.00000000,6250.79000000,4029.13599400,1517900399999,25222751.53302397,32440,1956.17558900,12248904.02779003,0
1517900400000,6250.79000000,6374.00000000,6000.01000000,6043.00000000,3831.13017300,1517903999999,23596936.05689840,26979,1500.99427600,9268286.85475777,0
1517904000000,6040.98000000,6280.00000000,6019.24000000,6147.00000000,3573.05693400,1517907599999,22061332.08802714,27847,2032.07716500,12554619.01799032,0
1517907600000,6146.98000000,6960.00000000,6126.67000000,6668.77000000,6576.31281200,1517911199999,43443813.88190369,49207,3438.73563600,22705711.15248074,0
1517911200000,6671.08000000,6888.45000000,6402.00000000,6526.95000000,4101.78415600,1517914799999,27178890.87651530,32226,1932.00667100,12808717.52764000,0
1517914800000,6526.88000000,6586.95000000,6268.75000000,6559.00000000,3035.41867200,1517918399999,19417352.93213626,23937,1502.92234400,9616186.91981393,0
1517918400000,6559.00000000,6837.93000000,6435.99000000,6719.07000000,3741.70963100,1517921999999,24826822.02367353,29456,1734.35716900,11516341.29160888,0
1517922000000,6719.07000000,7231.00000000,6710.00000000,7177.13000000,5794.38047800,1517925599999,40352069.86792406,42995,3170.32436700,22076911.40102781,0
1517925600000,7170.80000000,7340.10000000,6831.00000000,7160.08000000,5784.71535500,1517929199999,41007255.99963804,42116,2907.76248700,20620261.58102563,0
1517929200000,7167.93000000,7462.00000000,7014.61000000,7290.61000000,5831.93493500,1517932799999,42418573.42126669,44564,2750.96990400,20018403.37421528,0
1517932800000,7299.99000000,7404.99000000,6951.00000000,7111.78000000,4268.29779700,1517936399999,30480895.79975381,37063,1952.93577200,13954662.31726119,0
1517936400000,7111.79000000,7128.64000000,6781.00000000,7007.03000000,3521.38208200,1517939999999,24389963.89011427,29346,1645.71986000,11401879.22377120,0
1517940000000,7009.41000000,7190.02000000,6970.00000000,7180.01000000,2797.77131700,1517943599999,19869827.34213296,24746,1354.77475800,9624662.94585822,0
1517943600000,7180.01000000,7623.83000000,7169.05000000,7544.93000000,3590.77280000,1517947199999,26561959.70967223,31125,2007.46385400,14842877.68031672,0
1517947200000,7543.18000000,7789.00000000,7438.00000000,7486.00000000,4695.91862200,1517950799999,35756738.94161225,40484,2279.98768200,17380146.22251148,0
1517950800000,7477.02000000,7878.00000000,7473.69000000,7759.47000000,3366.92796700,1517954399999,26034300.99679204,28970,1802.82970300,13948649.40361720,0
1517954400000,7757.83000000,7780.64000000,7425.67000000,7603.39000000,3388.17055000,1517957999999,25646910.82894329,29221,1844.32587400,13959359.81526936,0
1517958000000,7603.39000000,7834.22000000,7512.00000000,7652.14000000,2901.64422600,1517961599999,22369534.16698190,23461,1482.35171200,11427532.31999064,0
1517961600000,7655.02000000,7770.00000000,7388.00000000,7541.06000000,3101.41068200,1517965199999,23446391.76302396,24723,1413.84995700,10701214.26711220,0
1517965200000,7544.96000000,7719.96000000,7481.35000000,7578.41000000,1774.55896800,1517968799999,13491090.48505948,16095,893.93030000,6797301.94337327,0
1517968800000,7576.33000000,7691.00000000,7250.00000000,7282.02000000,2586.31215400,1517972399999,19244015.36828186,20299,1132.98197000,8443644.11296218,0
1517972400000,7282.02000000,7424.50000000,7155.00000000,7200.00000000,2645.42358000,1517975999999,19204364.96674527,22287,1180.31637900,8577444.16603619,0
1517976000000,7200.00000000,7550.00000000,7150.01000000,7460.00000000,2116.88641500,1517979599999,15534447.81308459,17053,1092.44455300,8024669.77020138,0
1517979600000,7451.01000000,7558.89000000,7300.00000000,7420.01000000,1875.86872300,1517983199999,13922819.12251542,15721,865.29859800,6421478.94550938,0
1517983200000,7420.00000000,7480.00000000,7242.02000000,7460.00000000,1484.33503500,1517986799999,10899334.94565517,13823,748.33892900,5500947.23017048,0
1517986800000,7460.11000000,7734.52000000,7335.05000000,7669.97000000,2051.57830700,1517990399999,15489922.61535854,20755,1149.22934600,8677578.29945200,0
1517990400000,7669.97000000,7900.00000000,7580.60000000,7654.85000000,2719.18533200,1517993999999,20945111.48386490,22135,1354.41290400,10451196.28153750,0
1517994000000,7654.92000000,7987.00000000,7650.01000000,7962.89000000,2852.48236500,1517997599999,22426820.03016765,26821,1660.73900200,13055230.26032890,0
1517997600000,7962.89000000,8195.00000000,7880.00000000,8169.00000000,3382.26667100,1518001199999,27374758.83149838,26904,1965.90681500,15904654.83688387,0
1518001200000,8169.00000000,8274.00000000,7945.09000000,8151.53000000,3844.31167400,1518004799999,31255008.38653254,30992,2084.02873400,16971063.81008532,0
1518004800000,8138.05000000,8325.00000000,8036.00000000,8266.00000000,2422.58604000,1518008399999,19786330.54736415,22335,1241.45400900,10144164.11882557,0
1518008400000,8266.00000000,8476.00000000,8190.00000000,8195.48000000,3548.83714200,1518011999999,29672538.17636149,27978,2039.98449600,17059478.88622717,0
1518012000000,8190.03000000,8360.00000000,8050.00000000,8200.12000000,3301.78086100,1518015599999,27053054.33785812,28241,1562.51932500,12803250.75534482,0
1518015600000,8209.98000000,8330.00000000,8052.00000000,8169.00000000,2092.56439300,1518019199999,17085857.74757281,20015,994.04455000,8117911.35680771,0
1518019200000,8165.00000000,8200.00000000,7867.00000000,7919.94000000,3488.56354000,1518022799999,27880090.91723698,28915,1750.11556300,13963258.21302838,0
1518022800000,7919.94000000,8315.92000000,7897.66000000,8284.29000000,2298.77992400,1518026399999,18744385.63760807,21823,1376.14090700,11213997.79748667,0
1518026400000,8284.31000000,8399.00000000,8203.74000000,8225.00000000,1593.32584300,1518029999999,13225508.84318620,16629,737.81810300,6127866.75232733,0
1518030000000,8225.00000000,8244.99000000,8031.02000000,8130.81000000,1364.64688600,1518033599999,11111973.67288865,14696,613.54875400,4997524.61118767,0
1518033600000,8130.81000000,8218.93000000,7931.00000000,8126.84000000,1840.17452800,1518037199999,14854164.19229466,18710,847.45072200,6842376.10790101,0
1518037200000,8126.96000000,8259.12000000,8000.00000000,8080.04000000,1103.98055600,1518040799999,8965094.03124953,11695,500.46729500,4067505.04451966,0
1518040800000,8073.00000000,8078.26000000,7732.35000000,7781.00000000,2984.32312600,1518044399999,23471550.51279152,20148,1211.10782100,9527480.37007567,0
1518044400000,7781.00000000,7818.06000000,7531.11000000,7599.00000000,4304.27775200,1518047999999,32850404.38357698,26100,1668.70723400,12746735.51575460,0
1518048000000,7599.00000000,7844.00000000,7572.09000000,7784.02000000,1521.53731800,1518049694788,11770168.04386595,12417,844.25881300,6532638.63751892,0
1518168494789,7789.90000000,8390.00000000,7789.90000000,8180.50000000,1451.89645000,1518172094788,12007146.58762297,10103,634.97769900,5240333.23903173,0
1518172094789,8179.80000000,8339.00000000,8166.00000000,8301.01000000,1252.61789200,1518175694788,10354590.93565711,12063,614.80043600,5080717.06352902,0
1518175694789,8301.01000000,8395.00000000,8201.95000000,8219.98000000,1275.86692600,1518179294788,10594327.08812291,13739,569.58887400,4730268.11517888,0
1518179294789,8215.85000000,8314.99000000,8212.77000000,8269.11000000,1059.13167400,1518182894788,8748633.35828887,12017,510.64450600,4218485.41160878,0
1518182894789,8279.78000000,8450.12000000,8268.70000000,8390.04000000,1745.80326500,1518186494788,14601502.54849271,17754,851.69886000,7126025.06354133,0
1518186494789,8390.05000000,8540.00000000,8378.00000000,8387.88000000,1960.35290800,1518190094788,16578904.57540497,20445,1035.41636100,8758901.33322961,0
1518190094789,8387.76000000,8430.00000000,8312.00000000,8422.21000000,1309.92356600,1518193694788,10961752.34936490,17920,698.85944900,5846606.78048277,0
1518193694789,8422.21000000,8505.38000000,8350.00000000,8505.38000000,1269.88016900,1518197294788,10686120.20694845,16826,689.58661700,5808241.96034506,0
1518197294789,8499.36000000,8738.00000000,8490.97000000,8620.50000000,2394.53696400,1518200894788,20687463.22473291,32244,1358.73752700,11733872.97457226,0
1518200894789,8628.87000000,8719.99000000,8565.01000000,8700.00000000,1276.53576700,1518204494788,11035518.52816417,22935,652.24648800,5639134.75294243,0
1518204494789,8693.84000000,8720.04000000,8593.24000000,8605.26000000,1027.38931700,1518208094788,8894600.11926064,20460,493.39283200,4272985.21201782,0
1518208094789,8610.00000000,8650.00000000,8498.68000000,8499.00000000,1306.37336400,1518211694788,11188778.42258601,24830,659.33904400,5649046.13408536,0
1518211694789,8499.00000000,8577.99000000,8403.00000000,8470.00000000,1273.84928000,1518215294788,10812997.93039772,23129,634.07719600,5382459.48222399,0
1518215294789,8475.54000000,8664.29000000,8451.68000000,8627.97000000,1123.29187100,1518218894788,9641606.52221791,21027,561.84638700,4824270.81126509,0
1518218894789,8627.97000000,8826.91000000,8601.00000000,8789.85000000,1914.87731300,1518222494788,16678913.15836763,20318,1112.69797700,9693980.93703646,0
1518222494789,8789.85000000,8950.00000000,8781.37000000,8836.71000000,2819.88817300,1518226094788,24985291.13411937,26380,1443.74637500,12793880.84194467,0
1518226094789,8840.00000000,8934.00000000,8750.00000000,8864.17000000,1799.50803100,1518229694788,15906191.29397884,21871,977.85463700,8645172.22152127,0
1518229694789,8864.17000000,8978.00000000,8807.07000000,8974.97000000,1354.39077500,1518233294788,12060951.10612655,17427,855.90960100,7622739.04848446,0
1518233294789,8974.97000000,8997.00000000,8772.04000000,8780.38000000,1800.98770800,1518236894788,15994316.65003620,22245,885.58099500,7865478.30198836,0
